Package,Version,URL,Status,Bloom Log,Build Log,Deb File,Installed Files
rosemacs,0.4.18-2026.09.05.07.19,https://github.com/code-iai/ros_emacs_utils/tree/master,success,rosemacs_0.4.18-2026.09.05.07.19-bloom_generate.log,ros-one-rosemacs_0.4.18-2026.09.05.07.19_amd64-2026-09-05T07:19:04Z.build,ros-one-rosemacs_0.4.18-2026.09.05.07.19_amd64.deb,ros-one-rosemacs_0.4.18-2026.09.05.07.19_amd64.files
roslisp_repl,0.4.18-2026.09.05.07.20,https://github.com/code-iai/ros_emacs_utils/tree/master,success,roslisp_repl_0.4.18-2026.09.05.07.20-bloom_generate.log,ros-one-roslisp-repl_0.4.18-2026.09.05.07.20_amd64-2026-09-05T07:20:21Z.build,ros-one-roslisp-repl_0.4.18-2026.09.05.07.20_amd64.deb,ros-one-roslisp-repl_0.4.18-2026.09.05.07.20_amd64.files
slime_ros,0.4.18-2026.09.05.07.21,https://github.com/code-iai/ros_emacs_utils/tree/master,success,slime_ros_0.4.18-2026.09.05.07.21-bloom_generate.log,ros-one-slime-ros_0.4.18-2026.09.05.07.21_amd64-2026-09-05T07:21:39Z.build,ros-one-slime-ros_0.4.18-2026.09.05.07.21_amd64.deb,ros-one-slime-ros_0.4.18-2026.09.05.07.21_amd64.files
slime_wrapper,0.4.18-2026.09.05.07.22,https://github.com/code-iai/ros_emacs_utils/tree/master,success,slime_wrapper_0.4.18-2026.09.05.07.22-bloom_generate.log,ros-one-slime-wrapper_0.4.18-2026.09.05.07.22_amd64-2026-09-05T07:22:56Z.build,ros-one-slime-wrapper_0.4.18-2026.09.05.07.22_amd64.deb,ros-one-slime-wrapper_0.4.18-2026.09.05.07.22_amd64.files
baxter_common,1.2.0-2026.09.05.08.16,https://github.com/RethinkRobotics/baxter_common/tree/master,success,baxter_common_1.2.0-2026.09.05.08.16-bloom_generate.log,ros-one-baxter-common_1.2.0-2026.09.05.08.16_amd64-2026-09-05T08:16:35Z.build,ros-one-baxter-common_1.2.0-2026.09.05.08.16_amd64.deb,ros-one-baxter-common_1.2.0-2026.09.05.08.16_amd64.files
baxter_core_msgs,1.2.0-2026.09.05.08.18,https://github.com/RethinkRobotics/baxter_common/tree/master,success,baxter_core_msgs_1.2.0-2026.09.05.08.18-bloom_generate.log,ros-one-baxter-core-msgs_1.2.0-2026.09.05.08.18_amd64-2026-09-05T08:18:10Z.build,ros-one-baxter-core-msgs_1.2.0-2026.09.05.08.18_amd64.deb,ros-one-baxter-core-msgs_1.2.0-2026.09.05.08.18_amd64.files
baxter_description,1.2.0-2026.09.05.08.19,https://github.com/RethinkRobotics/baxter_common/tree/master,success,baxter_description_1.2.0-2026.09.05.08.19-bloom_generate.log,ros-one-baxter-description_1.2.0-2026.09.05.08.19_amd64-2026-09-05T08:19:58Z.build,ros-one-baxter-description_1.2.0-2026.09.05.08.19_amd64.deb,ros-one-baxter-description_1.2.0-2026.09.05.08.19_amd64.files
baxter_maintenance_msgs,1.2.0-2026.09.05.08.21,https://github.com/RethinkRobotics/baxter_common/tree/master,success,baxter_maintenance_msgs_1.2.0-2026.09.05.08.21-bloom_generate.log,ros-one-baxter-maintenance-msgs_1.2.0-2026.09.05.08.21_amd64-2026-09-05T08:21:41Z.build,ros-one-baxter-maintenance-msgs_1.2.0-2026.09.05.08.21_amd64.deb,ros-one-baxter-maintenance-msgs_1.2.0-2026.09.05.08.21_amd64.files
control_msgs,1.5.2-6-g36e2e30-2026.09.05.08.23,https://github.com/ros-controls/control_msgs/tree/kinetic-devel,success,control_msgs_1.5.2-6-g36e2e30-2026.09.05.08.23-bloom_generate.log,ros-one-control-msgs_1.5.2-6-g36e2e30-2026.09.05.08.23_amd64-2026-09-05T08:23:21Z.build,ros-one-control-msgs_1.5.2-6-g36e2e30-2026.09.05.08.23_amd64.deb,ros-one-control-msgs_1.5.2-6-g36e2e30-2026.09.05.08.23_amd64.files
foxglove_msgs,3.5.0-2-2026.09.05.08.25,https://github.com/ros2-gbp/foxglove_bridge-release/tree/release/rolling/foxglove_msgs,success,foxglove_msgs_3.5.0-2-2026.09.05.08.25-bloom_generate.log,ros-one-foxglove-msgs_3.5.0-2-2026.09.05.08.25_amd64-2026-09-05T08:25:13Z.build,ros-one-foxglove-msgs_3.5.0-2-2026.09.05.08.25_amd64.deb,ros-one-foxglove-msgs_3.5.0-2-2026.09.05.08.25_amd64.files
object_recognition_msgs,0.4.2-2026.09.05.08.27,https://github.com/wg-perception/object_recognition_msgs/tree/noetic-devel,success,object_recognition_msgs_0.4.2-2026.09.05.08.27-bloom_generate.log,ros-one-object-recognition-msgs_0.4.2-2026.09.05.08.27_amd64-2026-09-05T08:27:07Z.build,ros-one-object-recognition-msgs_0.4.2-2026.09.05.08.27_amd64.deb,ros-one-object-recognition-msgs_0.4.2-2026.09.05.08.27_amd64.files
rethink_ee_description,1.2.0-2026.09.05.08.28,https://github.com/RethinkRobotics/baxter_common/tree/master,success,rethink_ee_description_1.2.0-2026.09.05.08.28-bloom_generate.log,ros-one-rethink-ee-description_1.2.0-2026.09.05.08.28_amd64-2026-09-05T08:28:51Z.build,ros-one-rethink-ee-description_1.2.0-2026.09.05.08.28_amd64.deb,ros-one-rethink-ee-description_1.2.0-2026.09.05.08.28_amd64.files
rosauth,1.0.1-1-gc2a5908-2026.09.05.08.30,https://github.com/GT-RAIL/rosauth/tree/develop,success,rosauth_1.0.1-1-gc2a5908-2026.09.05.08.30-bloom_generate.log,ros-one-rosauth_1.0.1-1-gc2a5908-2026.09.05.08.30_amd64-2026-09-05T08:30:36Z.build,ros-one-rosauth_1.0.1-1-gc2a5908-2026.09.05.08.30_amd64.deb,ros-one-rosauth_1.0.1-1-gc2a5908-2026.09.05.08.30_amd64.files
geometric_shapes,0.7.7-2-gf3ad2f3-2026.09.05.08.15,https://github.com/moveit/geometric_shapes/tree/noetic-devel,success,geometric_shapes_0.7.7-2-gf3ad2f3-2026.09.05.08.15-bloom_generate.log,ros-one-geometric-shapes_0.7.7-2-gf3ad2f3-2026.09.05.08.15_amd64-2026-09-05T08:15:58Z.build,ros-one-geometric-shapes_0.7.7-2-gf3ad2f3-2026.09.05.08.15_amd64.deb,ros-one-geometric-shapes_0.7.7-2-gf3ad2f3-2026.09.05.08.15_amd64.files
hls_lfcd_lds_driver,1.1.2-6-g15d4be3-2026.09.05.08.18,https://github.com/ROBOTIS-GIT/hls_lfcd_lds_driver/tree/noetic,success,hls_lfcd_lds_driver_1.1.2-6-g15d4be3-2026.09.05.08.18-bloom_generate.log,ros-one-hls-lfcd-lds-driver_1.1.2-6-g15d4be3-2026.09.05.08.18_amd64-2026-09-05T08:18:38Z.build,ros-one-hls-lfcd-lds-driver_1.1.2-6-g15d4be3-2026.09.05.08.18_amd64.deb,ros-one-hls-lfcd-lds-driver_1.1.2-6-g15d4be3-2026.09.05.08.18_amd64.files
joint_state_publisher,1.15.2-2026.09.05.08.20,https://github.com/ros/joint_state_publisher/tree/noetic-devel,success,joint_state_publisher_1.15.2-2026.09.05.08.20-bloom_generate.log,ros-one-joint-state-publisher_1.15.2-2026.09.05.08.20_amd64-2026-09-05T08:20:25Z.build,ros-one-joint-state-publisher_1.15.2-2026.09.05.08.20_amd64.deb,ros-one-joint-state-publisher_1.15.2-2026.09.05.08.20_amd64.files
joint_state_publisher_gui,1.15.2-2026.09.05.08.21,https://github.com/ros/joint_state_publisher/tree/noetic-devel,success,joint_state_publisher_gui_1.15.2-2026.09.05.08.21-bloom_generate.log,ros-one-joint-state-publisher-gui_1.15.2-2026.09.05.08.21_amd64-2026-09-05T08:21:49Z.build,ros-one-joint-state-publisher-gui_1.15.2-2026.09.05.08.21_amd64.deb,ros-one-joint-state-publisher-gui_1.15.2-2026.09.05.08.21_amd64.files
octomap_msgs,0.3.5-1-gdcaaf62-2026.09.05.08.23,https://github.com/OctoMap/octomap_msgs/tree/melodic-devel,success,octomap_msgs_0.3.5-1-gdcaaf62-2026.09.05.08.23-bloom_generate.log,ros-one-octomap-msgs_0.3.5-1-gdcaaf62-2026.09.05.08.23_amd64-2026-09-05T08:23:07Z.build,ros-one-octomap-msgs_0.3.5-1-gdcaaf62-2026.09.05.08.23_amd64.deb,ros-one-octomap-msgs_0.3.5-1-gdcaaf62-2026.09.05.08.23_amd64.files
pal_carbon_collector,1.5.2-2-ga5b028b-2026.09.05.08.24,https://github.com/pal-robotics/pal_statistics/tree/kinetic-devel,success,pal_carbon_collector_1.5.2-2-ga5b028b-2026.09.05.08.24-bloom_generate.log,ros-one-pal-carbon-collector_1.5.2-2-ga5b028b-2026.09.05.08.24_amd64-2026-09-05T08:24:47Z.build,ros-one-pal-carbon-collector_1.5.2-2-ga5b028b-2026.09.05.08.24_amd64.deb,ros-one-pal-carbon-collector_1.5.2-2-ga5b028b-2026.09.05.08.24_amd64.files
pal_statistics_msgs,1.5.2-2-ga5b028b-2026.09.05.08.26,https://github.com/pal-robotics/pal_statistics/tree/kinetic-devel,success,pal_statistics_msgs_1.5.2-2-ga5b028b-2026.09.05.08.26-bloom_generate.log,ros-one-pal-statistics-msgs_1.5.2-2-ga5b028b-2026.09.05.08.26_amd64-2026-09-05T08:26:19Z.build,ros-one-pal-statistics-msgs_1.5.2-2-ga5b028b-2026.09.05.08.26_amd64.deb,ros-one-pal-statistics-msgs_1.5.2-2-ga5b028b-2026.09.05.08.26_amd64.files
pal_statistics,1.5.2-2-ga5b028b-2026.09.05.08.27,https://github.com/pal-robotics/pal_statistics/tree/kinetic-devel,success,pal_statistics_1.5.2-2-ga5b028b-2026.09.05.08.27-bloom_generate.log,ros-one-pal-statistics_1.5.2-2-ga5b028b-2026.09.05.08.27_amd64-2026-09-05T08:27:53Z.build,ros-one-pal-statistics_1.5.2-2-ga5b028b-2026.09.05.08.27_amd64.deb,ros-one-pal-statistics_1.5.2-2-ga5b028b-2026.09.05.08.27_amd64.files
teleop_twist_keyboard,1.0.0-11-g8e1e14f-2026.09.05.08.30,https://github.com/ros-teleop/teleop_twist_keyboard/tree/master,success,teleop_twist_keyboard_1.0.0-11-g8e1e14f-2026.09.05.08.30-bloom_generate.log,ros-one-teleop-twist-keyboard_1.0.0-11-g8e1e14f-2026.09.05.08.30_amd64-2026-09-05T08:30:43Z.build,ros-one-teleop-twist-keyboard_1.0.0-11-g8e1e14f-2026.09.05.08.30_amd64.deb,ros-one-teleop-twist-keyboard_1.0.0-11-g8e1e14f-2026.09.05.08.30_amd64.files
actionlib,1.14.0-7-g792eeda-2026.09.05.08.15,https://github.com/ros-o/actionlib/tree/obese-devel,success,actionlib_1.14.0-7-g792eeda-2026.09.05.08.15-bloom_generate.log,ros-one-actionlib_1.14.0-7-g792eeda-2026.09.05.08.15_amd64-2026-09-05T08:15:36Z.build,ros-one-actionlib_1.14.0-7-g792eeda-2026.09.05.08.15_amd64.deb,ros-one-actionlib_1.14.0-7-g792eeda-2026.09.05.08.15_amd64.files
actionlib_tools,1.14.0-7-g792eeda-2026.09.05.08.18,https://github.com/ros-o/actionlib/tree/obese-devel,success,actionlib_tools_1.14.0-7-g792eeda-2026.09.05.08.18-bloom_generate.log,ros-one-actionlib-tools_1.14.0-7-g792eeda-2026.09.05.08.18_amd64-2026-09-05T08:18:02Z.build,ros-one-actionlib-tools_1.14.0-7-g792eeda-2026.09.05.08.18_amd64.deb,ros-one-actionlib-tools_1.14.0-7-g792eeda-2026.09.05.08.18_amd64.files
boost_sml,0.1.2-6-gaaddc80-2026.09.05.08.19,https://github.com/ros-o/boost_sml/tree/obese-devel,success,boost_sml_0.1.2-6-gaaddc80-2026.09.05.08.19-bloom_generate.log,ros-one-boost-sml_0.1.2-6-gaaddc80-2026.09.05.08.19_amd64-2026-09-05T08:19:35Z.build,ros-one-boost-sml_0.1.2-6-gaaddc80-2026.09.05.08.19_amd64.deb,ros-one-boost-sml_0.1.2-6-gaaddc80-2026.09.05.08.19_amd64.files
ethercat_grant,0-2026.09.05.08.21,https://github.com/ros-o/ethercat_grant/tree/obese-devel,success,ethercat_grant_0-2026.09.05.08.21-bloom_generate.log,ros-one-ethercat-grant_0-2026.09.05.08.21_amd64-2026-09-05T08:21:32Z.build,ros-one-ethercat-grant_0-2026.09.05.08.21_amd64.deb,ros-one-ethercat-grant_0-2026.09.05.08.21_amd64.files
graph_msgs,0.1.0-3-g530fe7c-2026.09.05.08.23,https://github.com/PickNikRobotics/graph_msgs/tree/jade-devel,success,graph_msgs_0.1.0-3-g530fe7c-2026.09.05.08.23-bloom_generate.log,ros-one-graph-msgs_0.1.0-3-g530fe7c-2026.09.05.08.23_amd64-2026-09-05T08:23:13Z.build,ros-one-graph-msgs_0.1.0-3-g530fe7c-2026.09.05.08.23_amd64.deb,ros-one-graph-msgs_0.1.0-3-g530fe7c-2026.09.05.08.23_amd64.files
map_msgs,1.14.2-2026.09.05.08.24,https://github.com/ros-planning/navigation_msgs/tree/ros1,success,map_msgs_1.14.2-2026.09.05.08.24-bloom_generate.log,ros-one-map-msgs_1.14.2-2026.09.05.08.24_amd64-2026-09-05T08:24:57Z.build,ros-one-map-msgs_1.14.2-2026.09.05.08.24_amd64.deb,ros-one-map-msgs_1.14.2-2026.09.05.08.24_amd64.files
move_base_msgs,1.14.2-2026.09.05.08.26,https://github.com/ros-planning/navigation_msgs/tree/ros1,success,move_base_msgs_1.14.2-2026.09.05.08.26-bloom_generate.log,ros-one-move-base-msgs_1.14.2-2026.09.05.08.26_amd64-2026-09-05T08:26:43Z.build,ros-one-move-base-msgs_1.14.2-2026.09.05.08.26_amd64.deb,ros-one-move-base-msgs_1.14.2-2026.09.05.08.26_amd64.files
ros_tcp_endpoint,0.6.0-14-gad04c1f-2026.09.05.08.28,https://github.com/Unity-Technologies/ROS-TCP-Endpoint/tree/dev-ros,success,ros_tcp_endpoint_0.6.0-14-gad04c1f-2026.09.05.08.28-bloom_generate.log,ros-one-ros-tcp-endpoint_0.6.0-14-gad04c1f-2026.09.05.08.28_amd64-2026-09-05T08:28:55Z.build,ros-one-ros-tcp-endpoint_0.6.0-14-gad04c1f-2026.09.05.08.28_amd64.deb,ros-one-ros-tcp-endpoint_0.6.0-14-gad04c1f-2026.09.05.08.28_amd64.files
ros_type_introspection,0-2026.09.05.08.30,https://github.com/ros-o/ros_type_introspection/tree/master,success,ros_type_introspection_0-2026.09.05.08.30-bloom_generate.log,ros-one-ros-type-introspection_0-2026.09.05.08.30_amd64-2026-09-05T08:30:42Z.build,ros-one-ros-type-introspection_0-2026.09.05.08.30_amd64.deb,ros-one-ros-type-introspection_0-2026.09.05.08.30_amd64.files
bond,1.8.6-1-g398e8ed-2026.09.05.08.15,https://github.com/ros-o/bond_core/tree/obese-devel,success,bond_1.8.6-1-g398e8ed-2026.09.05.08.15-bloom_generate.log,ros-one-bond_1.8.6-1-g398e8ed-2026.09.05.08.15_amd64-2026-09-05T08:15:30Z.build,ros-one-bond_1.8.6-1-g398e8ed-2026.09.05.08.15_amd64.deb,ros-one-bond_1.8.6-1-g398e8ed-2026.09.05.08.15_amd64.files
bond_core,1.8.6-1-g398e8ed-2026.09.05.08.17,https://github.com/ros-o/bond_core/tree/obese-devel,success,bond_core_1.8.6-1-g398e8ed-2026.09.05.08.17-bloom_generate.log,ros-one-bond-core_1.8.6-1-g398e8ed-2026.09.05.08.17_amd64-2026-09-05T08:17:09Z.build,ros-one-bond-core_1.8.6-1-g398e8ed-2026.09.05.08.17_amd64.deb,ros-one-bond-core_1.8.6-1-g398e8ed-2026.09.05.08.17_amd64.files
dynamic_reconfigure,1.7.6-1-gcc4919d-2026.09.05.08.18,https://github.com/ros/dynamic_reconfigure/tree/noetic-devel,success,dynamic_reconfigure_1.7.6-1-gcc4919d-2026.09.05.08.18-bloom_generate.log,ros-one-dynamic-reconfigure_1.7.6-1-gcc4919d-2026.09.05.08.18_amd64-2026-09-05T08:18:44Z.build,ros-one-dynamic-reconfigure_1.7.6-1-gcc4919d-2026.09.05.08.18_amd64.deb,ros-one-dynamic-reconfigure_1.7.6-1-gcc4919d-2026.09.05.08.18_amd64.files
ros_pytest,0.2.1-7-gcd936a5-2026.09.05.08.20,https://github.com/machinekoder/ros_pytest/tree/noetic-devel,success,ros_pytest_0.2.1-7-gcd936a5-2026.09.05.08.20-bloom_generate.log,ros-one-ros-pytest_0.2.1-7-gcd936a5-2026.09.05.08.20_amd64-2026-09-05T08:20:36Z.build,ros-one-ros-pytest_0.2.1-7-gcd936a5-2026.09.05.08.20_amd64.deb,ros-one-ros-pytest_0.2.1-7-gcd936a5-2026.09.05.08.20_amd64.files
rosx_introspection,3.1.1-2-gef6dffe-2026.09.05.08.22,https://github.com/facontidavide/rosx_introspection/tree/master,success,rosx_introspection_3.1.1-2-gef6dffe-2026.09.05.08.22-bloom_generate.log,ros-one-rosx-introspection_3.1.1-2-gef6dffe-2026.09.05.08.22_amd64-2026-09-05T08:22:21Z.build,ros-one-rosx-introspection_3.1.1-2-gef6dffe-2026.09.05.08.22_amd64.deb,ros-one-rosx-introspection_3.1.1-2-gef6dffe-2026.09.05.08.22_amd64.files
smclib,1.8.6-1-g398e8ed-2026.09.05.08.24,https://github.com/ros-o/bond_core/tree/obese-devel,success,smclib_1.8.6-1-g398e8ed-2026.09.05.08.24-bloom_generate.log,ros-one-smclib_1.8.6-1-g398e8ed-2026.09.05.08.24_amd64-2026-09-05T08:24:38Z.build,ros-one-smclib_1.8.6-1-g398e8ed-2026.09.05.08.24_amd64.deb,ros-one-smclib_1.8.6-1-g398e8ed-2026.09.05.08.24_amd64.files
bondcpp,1.8.6-1-g398e8ed-2026.09.05.08.26,https://github.com/ros-o/bond_core/tree/obese-devel,success,bondcpp_1.8.6-1-g398e8ed-2026.09.05.08.26-bloom_generate.log,ros-one-bondcpp_1.8.6-1-g398e8ed-2026.09.05.08.26_amd64-2026-09-05T08:26:13Z.build,ros-one-bondcpp_1.8.6-1-g398e8ed-2026.09.05.08.26_amd64.deb,ros-one-bondcpp_1.8.6-1-g398e8ed-2026.09.05.08.26_amd64.files
bondpy,1.8.6-1-g398e8ed-2026.09.05.08.28,https://github.com/ros-o/bond_core/tree/obese-devel,success,bondpy_1.8.6-1-g398e8ed-2026.09.05.08.28-bloom_generate.log,ros-one-bondpy_1.8.6-1-g398e8ed-2026.09.05.08.28_amd64-2026-09-05T08:28:02Z.build,ros-one-bondpy_1.8.6-1-g398e8ed-2026.09.05.08.28_amd64.deb,ros-one-bondpy_1.8.6-1-g398e8ed-2026.09.05.08.28_amd64.files
test_bond,1.8.6-1-g398e8ed-2026.09.05.08.29,https://github.com/ros-o/bond_core/tree/obese-devel,success,test_bond_1.8.6-1-g398e8ed-2026.09.05.08.29-bloom_generate.log,ros-one-test-bond_1.8.6-1-g398e8ed-2026.09.05.08.29_amd64-2026-09-05T08:29:46Z.build,ros-one-test-bond_1.8.6-1-g398e8ed-2026.09.05.08.29_amd64.deb,ros-one-test-bond_1.8.6-1-g398e8ed-2026.09.05.08.29_amd64.files
backward_ros,0.1.8-2026.09.05.08.16,https://github.com/pal-robotics/backward_ros/tree/kinetic-devel,success,backward_ros_0.1.8-2026.09.05.08.16-bloom_generate.log,ros-one-backward-ros_0.1.8-2026.09.05.08.16_amd64-2026-09-05T08:16:22Z.build,ros-one-backward-ros_0.1.8-2026.09.05.08.16_amd64.deb,ros-one-backward-ros_0.1.8-2026.09.05.08.16_amd64.files
catkin_virtualenv,0.13.0-3-g7c36228-2026.09.05.08.18,https://github.com/ros-o/catkin_virtualenv/tree/obese-devel,success,catkin_virtualenv_0.13.0-3-g7c36228-2026.09.05.08.18-bloom_generate.log,ros-one-catkin-virtualenv_0.13.0-3-g7c36228-2026.09.05.08.18_amd64-2026-09-05T08:18:06Z.build,ros-one-catkin-virtualenv_0.13.0-3-g7c36228-2026.09.05.08.18_amd64.deb,ros-one-catkin-virtualenv_0.13.0-3-g7c36228-2026.09.05.08.18_amd64.files
cras_msgs,2.0.1-2-gcc24bda-2026.09.05.08.19,https://github.com/ctu-vras/cras_msgs/tree/master,success,cras_msgs_2.0.1-2-gcc24bda-2026.09.05.08.19-bloom_generate.log,ros-one-cras-msgs_2.0.1-2-gcc24bda-2026.09.05.08.19_amd64-2026-09-05T08:19:42Z.build,ros-one-cras-msgs_2.0.1-2-gcc24bda-2026.09.05.08.19_amd64.deb,ros-one-cras-msgs_2.0.1-2-gcc24bda-2026.09.05.08.19_amd64.files
ml_classifiers,0.3.0-13-gff40451-2026.09.05.08.21,https://github.com/sniekum/ml_classifiers/tree/master,success,ml_classifiers_0.3.0-13-gff40451-2026.09.05.08.21-bloom_generate.log,ros-one-ml-classifiers_0.3.0-13-gff40451-2026.09.05.08.21_amd64-2026-09-05T08:21:27Z.build,ros-one-ml-classifiers_0.3.0-13-gff40451-2026.09.05.08.21_amd64.deb,ros-one-ml-classifiers_0.3.0-13-gff40451-2026.09.05.08.21_amd64.files
test_catkin_virtualenv,0.13.0-3-g7c36228-2026.09.05.08.23,https://github.com/ros-o/catkin_virtualenv/tree/obese-devel,success,test_catkin_virtualenv_0.13.0-3-g7c36228-2026.09.05.08.23-bloom_generate.log,ros-one-test-catkin-virtualenv_0.13.0-3-g7c36228-2026.09.05.08.23_amd64-2026-09-05T08:23:31Z.build,ros-one-test-catkin-virtualenv_0.13.0-3-g7c36228-2026.09.05.08.23_amd64.deb,ros-one-test-catkin-virtualenv_0.13.0-3-g7c36228-2026.09.05.08.23_amd64.files
test_catkin_virtualenv_inherited,0.13.0-3-g7c36228-2026.09.05.08.25,https://github.com/ros-o/catkin_virtualenv/tree/obese-devel,success,test_catkin_virtualenv_inherited_0.13.0-3-g7c36228-2026.09.05.08.25-bloom_generate.log,ros-one-test-catkin-virtualenv-inherited_0.13.0-3-g7c36228-2026.09.05.08.25_amd64-2026-09-05T08:25:41Z.build,ros-one-test-catkin-virtualenv-inherited_0.13.0-3-g7c36228-2026.09.05.08.25_amd64.deb,ros-one-test-catkin-virtualenv-inherited_0.13.0-3-g7c36228-2026.09.05.08.25_amd64.files
unique_identifier,1.0.6-9-g39b8b62-2026.09.05.08.27,https://github.com/ros-geographic-info/unique_identifier/tree/master,success,unique_identifier_1.0.6-9-g39b8b62-2026.09.05.08.27-bloom_generate.log,ros-one-unique-identifier_1.0.6-9-g39b8b62-2026.09.05.08.27_amd64-2026-09-05T08:27:55Z.build,ros-one-unique-identifier_1.0.6-9-g39b8b62-2026.09.05.08.27_amd64.deb,ros-one-unique-identifier_1.0.6-9-g39b8b62-2026.09.05.08.27_amd64.files
uuid_msgs,1.0.6-9-g39b8b62-2026.09.05.08.29,https://github.com/ros-geographic-info/unique_identifier/tree/master,success,uuid_msgs_1.0.6-9-g39b8b62-2026.09.05.08.29-bloom_generate.log,ros-one-uuid-msgs_1.0.6-9-g39b8b62-2026.09.05.08.29_amd64-2026-09-05T08:29:33Z.build,ros-one-uuid-msgs_1.0.6-9-g39b8b62-2026.09.05.08.29_amd64.deb,ros-one-uuid-msgs_1.0.6-9-g39b8b62-2026.09.05.08.29_amd64.files
unique_id,1.0.6-9-g39b8b62-2026.09.05.08.31,https://github.com/ros-geographic-info/unique_identifier/tree/master,success,unique_id_1.0.6-9-g39b8b62-2026.09.05.08.31-bloom_generate.log,ros-one-unique-id_1.0.6-9-g39b8b62-2026.09.05.08.31_amd64-2026-09-05T08:31:16Z.build,ros-one-unique-id_1.0.6-9-g39b8b62-2026.09.05.08.31_amd64.deb,ros-one-unique-id_1.0.6-9-g39b8b62-2026.09.05.08.31_amd64.files
filters,1.9.3-2026.09.05.08.15,https://github.com/ros/filters/tree/noetic-devel,success,filters_1.9.3-2026.09.05.08.15-bloom_generate.log,ros-one-filters_1.9.3-2026.09.05.08.15_amd64-2026-09-05T08:15:40Z.build,ros-one-filters_1.9.3-2026.09.05.08.15_amd64.deb,ros-one-filters_1.9.3-2026.09.05.08.15_amd64.files
intera_common,5.3.0-2026.09.05.08.17,https://github.com/RethinkRobotics/intera_common/tree/master,success,intera_common_5.3.0-2026.09.05.08.17-bloom_generate.log,ros-one-intera-common_5.3.0-2026.09.05.08.17_amd64-2026-09-05T08:17:35Z.build,ros-one-intera-common_5.3.0-2026.09.05.08.17_amd64.deb,ros-one-intera-common_5.3.0-2026.09.05.08.17_amd64.files
intera_core_msgs,5.3.0-2026.09.05.08.19,https://github.com/RethinkRobotics/intera_common/tree/master,success,intera_core_msgs_5.3.0-2026.09.05.08.19-bloom_generate.log,ros-one-intera-core-msgs_5.3.0-2026.09.05.08.19_amd64-2026-09-05T08:19:08Z.build,ros-one-intera-core-msgs_5.3.0-2026.09.05.08.19_amd64.deb,ros-one-intera-core-msgs_5.3.0-2026.09.05.08.19_amd64.files
intera_motion_msgs,5.3.0-2026.09.05.08.20,https://github.com/RethinkRobotics/intera_common/tree/master,success,intera_motion_msgs_5.3.0-2026.09.05.08.20-bloom_generate.log,ros-one-intera-motion-msgs_5.3.0-2026.09.05.08.20_amd64-2026-09-05T08:20:58Z.build,ros-one-intera-motion-msgs_5.3.0-2026.09.05.08.20_amd64.deb,ros-one-intera-motion-msgs_5.3.0-2026.09.05.08.20_amd64.files
intera_tools_description,5.3.0-2026.09.05.08.23,https://github.com/RethinkRobotics/intera_common/tree/master,success,intera_tools_description_5.3.0-2026.09.05.08.23-bloom_generate.log,ros-one-intera-tools-description_5.3.0-2026.09.05.08.23_amd64-2026-09-05T08:23:11Z.build,ros-one-intera-tools-description_5.3.0-2026.09.05.08.23_amd64.deb,ros-one-intera-tools-description_5.3.0-2026.09.05.08.23_amd64.files
pr2_mechanism_msgs,1.8.2-2-g992b461-2026.09.05.08.24,https://github.com/pr2/pr2_mechanism_msgs/tree/master,success,pr2_mechanism_msgs_1.8.2-2-g992b461-2026.09.05.08.24-bloom_generate.log,ros-one-pr2-mechanism-msgs_1.8.2-2-g992b461-2026.09.05.08.24_amd64-2026-09-05T08:24:54Z.build,ros-one-pr2-mechanism-msgs_1.8.2-2-g992b461-2026.09.05.08.24_amd64.deb,ros-one-pr2-mechanism-msgs_1.8.2-2-g992b461-2026.09.05.08.24_amd64.files
urdf_parser_plugin,1.13.2-9-g0bc1089-2026.09.05.08.26,https://github.com/ros-o/urdf/tree/obese-devel,success,urdf_parser_plugin_1.13.2-9-g0bc1089-2026.09.05.08.26-bloom_generate.log,ros-one-urdf-parser-plugin_1.13.2-9-g0bc1089-2026.09.05.08.26_amd64-2026-09-05T08:26:39Z.build,ros-one-urdf-parser-plugin_1.13.2-9-g0bc1089-2026.09.05.08.26_amd64.deb,ros-one-urdf-parser-plugin_1.13.2-9-g0bc1089-2026.09.05.08.26_amd64.files
urdf,1.13.2-9-g0bc1089-2026.09.05.08.28,https://github.com/ros-o/urdf/tree/obese-devel,success,urdf_1.13.2-9-g0bc1089-2026.09.05.08.28-bloom_generate.log,ros-one-urdf_1.13.2-9-g0bc1089-2026.09.05.08.28_amd64-2026-09-05T08:28:14Z.build,ros-one-urdf_1.13.2-9-g0bc1089-2026.09.05.08.28_amd64.deb,ros-one-urdf_1.13.2-9-g0bc1089-2026.09.05.08.28_amd64.files
view_controller_msgs,0.2.0-2026.09.05.08.30,https://github.com/ros-visualization/view_controller_msgs/tree/noetic-devel,success,view_controller_msgs_0.2.0-2026.09.05.08.30-bloom_generate.log,ros-one-view-controller-msgs_0.2.0-2026.09.05.08.30_amd64-2026-09-05T08:30:07Z.build,ros-one-view-controller-msgs_0.2.0-2026.09.05.08.30_amd64.deb,ros-one-view-controller-msgs_0.2.0-2026.09.05.08.30_amd64.files
